customer_id,tenure,monthly_charges,total_charges,contract,internet_service,payment_method,tech_support,online_security,paperless_billing,senior_citizen,dependents,partner,num_services,churn
CUST03236,46,102.25,4742.86,Month-to-month,DSL,Bank transfer,No internet service,Yes,Yes,0,No,Yes,7,0
CUST03237,28,41.87,1245.82,One year,DSL,Electronic check,No,No,Yes,1,Yes,Yes,6,0
CUST03238,68,44.3,2962.14,Month-to-month,DSL,Electronic check,No internet service,Yes,Yes,0,No,Yes,2,0
CUST03239,15,84.23,1297.65,One year,DSL,Credit card,No,Yes,No,0,Yes,No,3,0
CUST03240,37,47.61,1804.09,One year,DSL,Bank transfer,No internet service,Yes,Yes,0,No,Yes,1,0
CUST03241,1,41.74,124.4,Month-to-month,DSL,Credit card,No,No,No,0,Yes,Yes,3,1
CUST03242,67,45.42,2996.62,Month-to-month,Fiber optic,Credit card,No,No,Yes,0,Yes,Yes,7,1
CUST03243,24,69.06,1557.26,One year,DSL,Electronic check,No,No internet service,Yes,0,Yes,Yes,5,0
CUST03244,27,116.61,3134.6,Month-to-month,No,Credit card,Yes,Yes,Yes,1,No,No,6,1
CUST03245,40,103.22,4269.23,Month-to-month,DSL,Electronic check,No,Yes,No,1,Yes,Yes,6,1
CUST03246,63,48.46,2998.22,One year,Fiber optic,Electronic check,No,No internet service,No,0,No,Yes,5,0
CUST03247,61,56.34,3461.09,Two year,No,Bank transfer,Yes,No,Yes,0,No,Yes,7,0
CUST03248,36,66.45,2281.37,Month-to-month,DSL,Mailed check,No,Yes,Yes,0,No,No,7,1
CUST03249,24,117.89,2920.1,Month-to-month,Fiber optic,Credit card,No,No,No,0,No,No,5,0
CUST03250,24,37.24,799.85,Month-to-month,Fiber optic,Mailed check,No,No,Yes,1,No,Yes,6,0
CUST03251,4,55.75,103.44,Month-to-month,No,Mailed check,No,No,Yes,0,No,Yes,5,1
CUST03252,67,92.94,6231.92,Month-to-month,Fiber optic,Electronic check,No,Yes,No,0,Yes,No,4,0
CUST03253,34,116.39,3963.18,One year,Fiber optic,Mailed check,No internet service,Yes,No,0,No,No,5,0
CUST03254,57,35.57,2098.45,One year,Fiber optic,Electronic check,Yes,No,Yes,0,No,Yes,2,0
CUST03255,49,42.74,2136.73,Month-to-month,Fiber optic,Electronic check,No,No,Yes,1,No,No,5,0
CUST03256,53,42.57,2156.18,One year,Fiber optic,Bank transfer,Yes,Yes,Yes,0,Yes,Yes,4,0
CUST03257,23,22.09,500.48,Month-to-month,No,Credit card,Yes,Yes,Yes,0,No,Yes,3,0
CUST03258,69,80.41,5513.44,Month-to-month,Fiber optic,Mailed check,No,No,Yes,0,No,Yes,3,0
CUST03259,53,87.07,4547.96,Month-to-month,DSL,Electronic check,Yes,No internet service,Yes,0,Yes,No,4,0
CUST03260,62,80.25,4997.18,Month-to-month,No,Electronic check,Yes,Yes,No,0,Yes,No,5,0
CUST03261,41,27.13,1164.48,Month-to-month,Fiber optic,Electronic check,No,No internet service,Yes,0,No,No,1,0
CUST03262,57,26.92,1494.18,One year,Fiber optic,Electronic check,No,No,No,0,No,Yes,2,0
CUST03263,60,41.04,2445.76,One year,Fiber optic,Mailed check,No,No,Yes,1,No,Yes,5,0
CUST03264,54,49.03,2634.31,Two year,No,Bank transfer,No internet service,No,No,0,No,Yes,4,0
CUST03265,70,98.65,6872.45,Month-to-month,Fiber optic,Electronic check,Yes,No,No,0,No,Yes,7,1
CUST03266,57,35.94,2027.21,Month-to-month,Fiber optic,Electronic check,No,No,Yes,0,No,No,6,0
CUST03267,10,24.41,211.01,Two year,No,Credit card,No,No,Yes,1,No,No,5,0
CUST03268,40,59.4,2382.23,Month-to-month,DSL,Credit card,No internet service,No,Yes,0,No,No,4,0
CUST03269,7,61.64,402.16,One year,DSL,Electronic check,No,No,Yes,0,No,No,7,0
CUST03270,38,65.09,2494.77,Two year,Fiber optic,Bank transfer,No,No,Yes,0,Yes,Yes,5,0
CUST03271,61,102.69,6234.58,One year,Fiber optic,Bank transfer,No,Yes,Yes,0,No,No,1,0
CUST03272,3,29.8,121.74,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,0,No,Yes,6,1
CUST03273,51,90.39,4579.31,Two year,Fiber optic,Credit card,No,No,No,0,No,No,1,0
CUST03274,47,53.79,2558.42,One year,Fiber optic,Mailed check,No,No,Yes,0,Yes,No,2,0
CUST03275,68,51.0,3425.57,One year,Fiber optic,Bank transfer,Yes,No internet service,Yes,1,Yes,Yes,2,0
CUST03276,38,113.25,4347.77,One year,No,Credit card,No,Yes,Yes,0,No,No,4,0
CUST03277,36,44.85,1525.7,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,0,No,No,1,0
CUST03278,41,84.25,3453.96,Month-to-month,No,Credit card,No internet service,Yes,Yes,1,Yes,Yes,2,0
CUST03279,69,47.51,3249.83,Two year,No,Mailed check,No internet service,No,No,0,No,Yes,4,0
CUST03280,13,70.71,916.92,Month-to-month,DSL,Credit card,No,Yes,No,0,Yes,Yes,6,0
CUST03281,58,98.63,5661.24,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,0,No,Yes,2,0
CUST03282,50,108.17,5398.77,Month-to-month,DSL,Mailed check,Yes,No,Yes,0,No,No,6,0
CUST03283,30,103.87,3060.63,Month-to-month,No,Electronic check,No,No internet service,Yes,0,No,Yes,1,1
CUST03284,62,78.22,4837.73,One year,Fiber optic,Credit card,No,No internet service,No,0,Yes,No,6,0
CUST03285,25,44.88,1105.44,Two year,DSL,Credit card,Yes,No,No,0,No,Yes,5,0
CUST03286,27,86.12,2341.74,Month-to-month,No,Mailed check,No internet service,No internet service,No,0,No,No,3,0
CUST03287,51,90.99,4643.78,One year,Fiber optic,Electronic check,No,Yes,Yes,0,No,No,1,0
CUST03288,57,21.07,1294.91,One year,No,Credit card,Yes,Yes,No,0,Yes,No,6,0
CUST03289,47,63.92,2978.74,One year,DSL,Mailed check,Yes,Yes,No,0,No,No,2,0
CUST03290,39,104.33,4062.24,Month-to-month,No,Mailed check,No,Yes,Yes,0,No,No,7,1
CUST03291,16,68.96,1262.58,One year,Fiber optic,Credit card,Yes,No,Yes,0,Yes,Yes,3,0
CUST03292,22,51.14,1113.9,Two year,Fiber optic,Mailed check,No,No,No,1,Yes,No,1,0
CUST03293,54,107.18,5835.38,Month-to-month,No,Credit card,No,No internet service,Yes,0,No,No,7,0
CUST03294,21,35.59,776.22,One year,Fiber optic,Bank transfer,No internet service,No internet service,No,0,No,Yes,2,0
CUST03295,16,40.64,766.98,Two year,Fiber optic,Credit card,No,No,No,0,No,Yes,1,0
CUST03296,59,88.74,5164.13,One year,DSL,Mailed check,No,No,Yes,1,Yes,Yes,6,0
CUST03297,31,55.24,1635.21,One year,No,Credit card,No internet service,No,No,0,No,Yes,6,0
CUST03298,42,91.3,3778.71,Two year,Fiber optic,Mailed check,No,No,Yes,0,Yes,No,6,0
CUST03299,32,35.77,1153.28,Month-to-month,No,Mailed check,No,Yes,Yes,1,Yes,Yes,4,0
CUST03300,59,45.23,2618.4,One year,Fiber optic,Electronic check,Yes,Yes,No,0,No,No,2,0
CUST03301,34,35.66,1105.77,Month-to-month,DSL,Mailed check,No,No,Yes,0,Yes,Yes,3,0
CUST03302,9,115.29,991.39,Month-to-month,DSL,Bank transfer,No,No internet service,Yes,1,Yes,No,1,1
CUST03303,11,60.54,684.37,Month-to-month,Fiber optic,Credit card,No,Yes,No,0,No,No,2,1
CUST03304,10,53.72,492.02,Month-to-month,DSL,Bank transfer,Yes,No,Yes,1,Yes,No,6,1
CUST03305,17,21.42,421.26,Month-to-month,DSL,Credit card,No,Yes,No,0,No,No,5,1
CUST03306,68,35.34,2346.85,Month-to-month,Fiber optic,Bank transfer,No internet service,No,No,0,No,No,2,0
CUST03307,48,62.11,2981.99,Month-to-month,DSL,Electronic check,No internet service,No,Yes,0,No,Yes,1,1
CUST03308,52,26.85,1376.65,Month-to-month,No,Electronic check,Yes,No internet service,No,0,No,Yes,5,0
CUST03309,25,71.07,1786.17,Two year,Fiber optic,Electronic check,No,No internet service,No,0,Yes,No,3,0
CUST03310,21,65.5,1389.94,Month-to-month,No,Electronic check,Yes,No,Yes,0,No,No,5,1
CUST03311,65,96.72,6366.06,Month-to-month,DSL,Mailed check,Yes,No internet service,No,0,No,Yes,1,0
CUST03312,63,85.98,5451.23,One year,DSL,Bank transfer,No,Yes,No,0,Yes,Yes,5,0
CUST03313,51,64.59,3273.05,Month-to-month,Fiber optic,Mailed check,No,No,No,0,No,No,6,0
CUST03314,36,42.47,1559.56,Two year,Fiber optic,Bank transfer,No,No,Yes,0,Yes,Yes,1,1
CUST03315,66,92.69,6155.05,Two year,DSL,Mailed check,Yes,No,Yes,0,No,No,5,0
CUST03316,15,90.79,1464.1,Month-to-month,Fiber optic,Electronic check,No,No,No,0,No,Yes,4,1
CUST03317,39,35.33,1370.01,Two year,No,Electronic check,No,No,Yes,0,No,Yes,3,0
CUST03318,70,111.48,7799.45,One year,DSL,Bank transfer,No,No,Yes,1,No,Yes,3,0
CUST03319,1,26.44,92.05,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,0,No,No,3,1
CUST03320,23,25.5,486.57,One year,Fiber optic,Mailed check,No,No internet service,Yes,0,No,Yes,4,0
CUST03321,39,38.74,1500.63,One year,DSL,Electronic check,No internet service,No internet service,Yes,0,No,No,3,0
CUST03322,57,110.95,6358.87,One year,Fiber optic,Bank transfer,No,No,No,0,No,Yes,5,0
CUST03323,34,72.0,2500.36,One year,Fiber optic,Bank transfer,No,Yes,Yes,1,No,No,6,1
CUST03324,41,98.79,3939.92,Month-to-month,DSL,Mailed check,No,No,Yes,1,Yes,No,2,0
CUST03325,13,42.78,489.23,Two year,DSL,Electronic check,Yes,Yes,Yes,0,No,Yes,6,1
CUST03326,70,69.02,4706.77,Two year,No,Electronic check,No,No,No,0,No,No,7,0
CUST03327,6,55.83,378.63,One year,DSL,Mailed check,No internet service,No,No,0,No,Yes,4,0
CUST03328,52,102.78,5354.78,Month-to-month,Fiber optic,Credit card,No,No,No,0,No,Yes,7,1
CUST03329,3,22.26,137.73,One year,Fiber optic,Electronic check,No,No internet service,Yes,1,No,Yes,4,0
CUST03330,63,44.38,2797.4,One year,DSL,Electronic check,No,No,Yes,0,No,No,1,1
CUST03331,49,35.26,1839.79,Two year,No,Electronic check,No,No internet service,Yes,0,No,Yes,4,0
CUST03332,47,105.92,4931.09,Two year,DSL,Bank transfer,No internet service,No internet service,Yes,0,Yes,No,3,0
CUST03333,55,66.75,3652.89,Two year,DSL,Credit card,Yes,Yes,Yes,0,No,No,4,0
CUST03334,64,60.42,3887.52,Month-to-month,Fiber optic,Electronic check,No internet service,No,Yes,0,No,Yes,4,0
CUST03335,65,64.95,4186.11,Two year,DSL,Bank transfer,No,No,No,0,Yes,Yes,5,0
CUST03336,67,117.19,7872.59,Month-to-month,Fiber optic,Mailed check,Yes,Yes,Yes,0,Yes,No,5,1
CUST03337,15,105.03,1569.92,Month-to-month,No,Credit card,No,No,Yes,0,Yes,No,6,0
CUST03338,32,90.64,2892.03,Month-to-month,DSL,Mailed check,No,No,Yes,0,No,No,4,0
CUST03339,68,49.05,3329.14,Two year,Fiber optic,Electronic check,Yes,No,Yes,0,Yes,Yes,3,0
CUST03340,18,36.52,692.63,Two year,DSL,Bank transfer,No,No internet service,Yes,0,No,Yes,7,0
CUST03341,43,112.14,4804.88,Month-to-month,No,Credit card,Yes,No,Yes,0,No,Yes,5,0
CUST03342,35,62.31,2124.85,Month-to-month,DSL,Credit card,No,No,No,0,No,Yes,2,0
CUST03343,58,47.88,2780.4,Two year,Fiber optic,Mailed check,No,No,No,0,No,Yes,5,0
CUST03344,33,67.09,2182.27,One year,Fiber optic,Electronic check,No,No,No,0,No,No,1,0
CUST03345,14,111.78,1514.96,Month-to-month,Fiber optic,Mailed check,No internet service,No internet service,Yes,0,No,No,1,1
CUST03346,34,58.71,1909.59,Month-to-month,DSL,Bank transfer,No internet service,No internet service,No,0,No,No,7,1
CUST03347,61,76.26,4698.42,One year,No,Mailed check,No internet service,No,Yes,1,No,Yes,4,0
CUST03348,4,100.3,434.32,Two year,DSL,Bank transfer,No,No,Yes,0,No,No,4,0
CUST03349,59,62.71,3770.26,Month-to-month,Fiber optic,Electronic check,No,No,Yes,0,Yes,Yes,7,0
CUST03350,29,43.35,1257.29,Month-to-month,DSL,Electronic check,No,No,Yes,0,No,Yes,3,0
CUST03351,6,119.45,770.63,Month-to-month,No,Bank transfer,No,No,No,0,Yes,No,6,0
CUST03352,49,115.66,5620.16,Month-to-month,DSL,Electronic check,Yes,No,No,1,No,Yes,7,0
CUST03353,40,104.35,4078.59,One year,DSL,Mailed check,No,No,Yes,0,No,Yes,6,0
CUST03354,65,88.84,5737.02,Two year,DSL,Bank transfer,No,Yes,Yes,0,No,No,2,0
CUST03355,69,49.49,3404.51,One year,No,Electronic check,No,No internet service,Yes,0,No,No,3,0
CUST03356,27,111.34,3024.2,Two year,DSL,Credit card,Yes,No,Yes,1,No,Yes,3,0
CUST03357,6,47.56,349.4,Two year,DSL,Electronic check,Yes,No internet service,Yes,0,Yes,No,6,0
CUST03358,13,100.08,1317.14,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,Yes,0,No,No,7,0
CUST03359,64,111.83,7269.99,Month-to-month,Fiber optic,Electronic check,No internet service,Yes,Yes,1,Yes,Yes,1,1
CUST03360,62,80.3,4984.59,One year,No,Electronic check,Yes,Yes,No,0,No,No,6,0
CUST03361,19,100.31,1910.93,Month-to-month,Fiber optic,Credit card,No internet service,Yes,Yes,0,No,Yes,7,1
CUST03362,43,99.17,4281.22,One year,DSL,Mailed check,No internet service,Yes,No,0,No,Yes,6,0
CUST03363,20,39.32,805.35,Month-to-month,Fiber optic,Electronic check,No internet service,No,No,0,Yes,Yes,2,1
CUST03364,68,86.79,5919.95,One year,DSL,Electronic check,No,No,No,0,No,Yes,7,0
CUST03365,44,29.35,1229.79,One year,Fiber optic,Credit card,No internet service,No,Yes,0,No,No,7,0
CUST03366,23,70.79,1670.78,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,0,Yes,Yes,6,0
CUST03367,2,36.22,197.72,One year,Fiber optic,Mailed check,Yes,No,No,0,Yes,No,7,0
CUST03368,22,61.63,1311.71,Month-to-month,DSL,Electronic check,No internet service,No,No,0,No,No,7,1
CUST03369,57,103.3,5886.04,Month-to-month,DSL,Credit card,Yes,Yes,No,1,No,Yes,2,0
CUST03370,7,118.72,762.4,One year,No,Electronic check,Yes,No,No,0,No,Yes,5,0
CUST03371,56,51.8,2938.4,Month-to-month,No,Electronic check,Yes,No,Yes,0,No,No,4,1
CUST03372,67,73.2,4941.95,Two year,Fiber optic,Mailed check,No,No,Yes,0,Yes,Yes,7,0
CUST03373,16,71.13,1062.88,Month-to-month,DSL,Credit card,No,No,No,0,No,No,4,0
CUST03374,51,115.44,5821.82,One year,No,Mailed check,Yes,No internet service,Yes,0,No,No,1,0
CUST03375,12,67.86,710.24,One year,Fiber optic,Mailed check,No,Yes,No,0,Yes,No,1,0
CUST03376,53,89.91,4843.75,Month-to-month,Fiber optic,Mailed check,No,No,Yes,0,No,Yes,5,0
CUST03377,5,112.18,518.96,Month-to-month,Fiber optic,Electronic check,No internet service,No,No,0,No,Yes,5,1
CUST03378,27,57.34,1541.47,One year,DSL,Credit card,Yes,No internet service,No,1,Yes,Yes,3,0
CUST03379,12,110.21,1304.19,Month-to-month,Fiber optic,Credit card,Yes,No,No,0,No,Yes,4,1
CUST03380,17,111.75,1949.17,Month-to-month,No,Electronic check,No,No,No,1,Yes,No,5,0
CUST03381,6,113.07,711.43,One year,DSL,Mailed check,No internet service,No internet service,No,0,No,No,2,0
CUST03382,5,47.04,265.54,Month-to-month,Fiber optic,Credit card,No,No,Yes,0,Yes,No,3,0
CUST03383,57,60.04,3381.68,One year,Fiber optic,Bank transfer,Yes,No internet service,Yes,0,No,Yes,3,0
CUST03384,28,107.04,3031.18,Two year,No,Mailed check,Yes,No,Yes,0,Yes,No,4,0
CUST03385,69,55.92,3904.9,Month-to-month,DSL,Electronic check,No,Yes,No,0,No,No,4,0
CUST03386,59,80.03,4754.35,Month-to-month,No,Electronic check,No,Yes,Yes,0,No,Yes,4,0
CUST03387,33,31.81,985.28,Month-to-month,DSL,Electronic check,No,No,Yes,0,No,Yes,1,1
CUST03388,62,25.63,1532.57,One year,Fiber optic,Mailed check,No,Yes,No,0,No,No,7,0
CUST03389,50,61.2,3146.86,Month-to-month,DSL,Credit card,No,No,No,0,No,Yes,4,1
CUST03390,19,77.89,1577.11,Month-to-month,No,Credit card,No,No internet service,No,0,Yes,No,1,0
CUST03391,69,59.27,4086.13,Month-to-month,DSL,Electronic check,No,No,Yes,0,Yes,No,5,0
CUST03392,66,77.77,5129.26,Month-to-month,No,Bank transfer,No,No,No,0,No,No,7,1
CUST03393,47,71.51,3368.84,One year,Fiber optic,Credit card,Yes,No internet service,Yes,0,No,Yes,2,0
CUST03394,39,88.57,3483.18,Month-to-month,No,Mailed check,No,Yes,Yes,0,No,Yes,7,0
CUST03395,68,84.95,5704.47,Month-to-month,DSL,Electronic check,No,No,Yes,0,No,No,7,0
CUST03396,33,62.42,2071.38,Month-to-month,DSL,Bank transfer,No,Yes,Yes,1,No,Yes,7,1
CUST03397,13,62.5,760.96,Month-to-month,Fiber optic,Mailed check,Yes,Yes,Yes,1,No,No,2,1
CUST03398,54,34.08,1839.31,Month-to-month,Fiber optic,Electronic check,No,No,No,0,Yes,Yes,3,1
CUST03399,7,71.32,455.05,Month-to-month,Fiber optic,Mailed check,Yes,No,No,0,Yes,Yes,7,0
CUST03400,14,78.72,1069.67,Month-to-month,Fiber optic,Mailed check,Yes,No internet service,Yes,0,No,No,3,0
CUST03401,19,67.65,1294.43,One year,DSL,Bank transfer,No internet service,No,No,1,No,Yes,7,0
CUST03402,54,52.57,2807.91,Month-to-month,Fiber optic,Mailed check,No,No,No,0,Yes,Yes,3,0
CUST03403,20,92.16,1788.26,One year,DSL,Credit card,No,No,No,0,Yes,No,2,0
CUST03404,29,27.47,869.31,Month-to-month,DSL,Electronic check,No internet service,No,No,0,No,Yes,3,0
CUST03405,24,111.44,2620.33,One year,No,Electronic check,No,No,No,0,No,Yes,7,0
CUST03406,63,22.06,1274.26,Month-to-month,Fiber optic,Bank transfer,No,No,No,0,No,Yes,1,0
CUST03407,57,116.24,6654.12,Two year,Fiber optic,Bank transfer,Yes,No internet service,Yes,1,Yes,No,3,0
CUST03408,8,66.24,515.44,One year,DSL,Credit card,Yes,No internet service,Yes,0,Yes,No,5,0
CUST03409,62,61.27,3797.27,Month-to-month,DSL,Bank transfer,No,No internet service,No,0,No,Yes,7,0
CUST03410,29,45.64,1331.47,Month-to-month,Fiber optic,Bank transfer,No internet service,Yes,No,0,No,No,3,1
CUST03411,17,21.01,420.7,One year,DSL,Bank transfer,No,No,No,0,No,No,7,0
CUST03412,66,47.48,3226.87,Two year,DSL,Electronic check,Yes,No internet service,No,0,Yes,Yes,1,0
CUST03413,6,30.94,198.31,Month-to-month,DSL,Bank transfer,No,No,No,0,No,No,6,0
CUST03414,58,85.98,4928.05,Month-to-month,DSL,Electronic check,Yes,No,No,0,No,No,2,0
CUST03415,69,51.91,3589.09,Month-to-month,DSL,Mailed check,No internet service,No,Yes,0,No,Yes,6,0
CUST03416,28,96.72,2737.62,Month-to-month,No,Electronic check,No,No,No,0,Yes,Yes,7,0
CUST03417,62,40.69,2572.96,Month-to-month,Fiber optic,Credit card,No internet service,No,Yes,1,No,No,2,0
CUST03418,41,110.02,4517.68,Month-to-month,Fiber optic,Credit card,Yes,No internet service,Yes,0,No,No,2,0
CUST03419,69,72.3,4960.67,Month-to-month,DSL,Electronic check,Yes,No internet service,Yes,0,No,Yes,1,0
CUST03420,41,31.45,1244.11,Month-to-month,No,Bank transfer,No,No,No,0,No,Yes,2,1
CUST03421,49,60.08,2938.09,One year,DSL,Credit card,No internet service,Yes,No,0,No,Yes,7,0
CUST03422,49,40.68,1918.27,One year,DSL,Bank transfer,No,No internet service,No,0,No,No,7,0
CUST03423,71,39.97,2857.59,Month-to-month,DSL,Credit card,No internet service,Yes,Yes,0,Yes,Yes,4,0
CUST03424,3,70.64,220.79,Two year,Fiber optic,Electronic check,Yes,No,No,0,No,Yes,3,0
CUST03425,10,87.19,880.52,Month-to-month,No,Electronic check,No,No,Yes,0,Yes,No,1,1
CUST03426,35,111.16,3926.48,Month-to-month,Fiber optic,Mailed check,No,No,No,0,No,No,3,1
CUST03427,2,70.22,212.99,One year,No,Credit card,No,No,Yes,0,Yes,No,5,0
CUST03428,24,116.58,2794.4,One year,No,Bank transfer,No,No internet service,No,0,Yes,Yes,7,0
CUST03429,38,114.16,4341.93,Two year,DSL,Credit card,No,Yes,Yes,0,Yes,Yes,3,0
CUST03430,22,106.51,2324.74,Month-to-month,DSL,Mailed check,No,No,No,1,No,No,1,0
CUST03431,26,70.0,1847.58,Month-to-month,No,Bank transfer,Yes,Yes,Yes,0,No,Yes,4,0
CUST03432,43,34.09,1465.49,One year,DSL,Bank transfer,Yes,No,Yes,0,Yes,No,4,0
CUST03433,55,41.79,2356.2,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,0,No,Yes,2,0
CUST03434,39,84.77,3362.73,Month-to-month,No,Credit card,No,No internet service,Yes,0,No,Yes,4,0
CUST03435,29,62.18,1819.02,One year,Fiber optic,Electronic check,No,No internet service,Yes,0,No,No,5,0
CUST03436,20,34.68,689.62,Month-to-month,Fiber optic,Electronic check,No,No,Yes,0,Yes,Yes,5,0
CUST03437,41,67.9,2770.24,Month-to-month,No,Electronic check,No,No,Yes,0,No,No,3,1
CUST03438,54,21.74,1197.98,Month-to-month,Fiber optic,Electronic check,No,No,Yes,0,Yes,Yes,5,1
CUST03439,20,93.39,1891.95,Month-to-month,Fiber optic,Electronic check,Yes,No,No,0,No,Yes,1,0
CUST03440,19,27.36,506.16,Month-to-month,DSL,Mailed check,No,Yes,No,0,Yes,No,7,1
CUST03441,66,82.91,5486.48,Month-to-month,No,Electronic check,No internet service,No,No,0,No,Yes,7,0
CUST03442,30,99.3,2940.29,Month-to-month,No,Credit card,No internet service,Yes,Yes,0,No,No,2,0
CUST03443,53,33.26,1785.33,Two year,Fiber optic,Bank transfer,No internet service,No,Yes,1,No,No,5,0
CUST03444,34,71.86,2408.73,Month-to-month,Fiber optic,Mailed check,Yes,No internet service,Yes,0,No,Yes,2,0
CUST03445,22,97.91,2192.62,Two year,Fiber optic,Electronic check,Yes,No,Yes,0,No,No,6,0
CUST03446,67,46.06,3070.18,Month-to-month,No,Mailed check,No,No internet service,Yes,0,No,Yes,2,0
CUST03447,6,36.29,301.43,Month-to-month,DSL,Mailed check,No,No,Yes,0,No,No,3,0
CUST03448,27,53.68,1451.31,Month-to-month,Fiber optic,Electronic check,Yes,No,No,0,No,No,1,0
CUST03449,10,75.47,766.6,Month-to-month,No,Bank transfer,No,Yes,Yes,0,No,No,6,0
CUST03450,48,77.53,3651.51,Month-to-month,DSL,Mailed check,No,Yes,Yes,0,Yes,Yes,7,0
CUST03451,70,33.09,2386.63,Month-to-month,No,Electronic check,No internet service,No internet service,No,0,Yes,Yes,3,0
CUST03452,59,65.76,3877.94,One year,No,Electronic check,No internet service,No,Yes,0,No,No,5,0
CUST03453,59,46.83,2849.95,Month-to-month,No,Mailed check,Yes,No,Yes,0,Yes,No,6,0
CUST03454,2,104.2,210.81,One year,Fiber optic,Credit card,Yes,No,Yes,1,No,No,7,0
CUST03455,29,51.36,1478.73,One year,Fiber optic,Mailed check,No,Yes,Yes,0,No,Yes,6,0
CUST03456,68,103.87,7037.59,Month-to-month,Fiber optic,Credit card,Yes,No,No,0,No,Yes,5,0
CUST03457,65,62.86,4118.01,Two year,DSL,Mailed check,Yes,Yes,No,0,Yes,No,2,0
CUST03458,26,92.66,2435.2,One year,DSL,Credit card,No internet service,No,No,0,No,No,7,0
CUST03459,10,71.01,643.4,Two year,No,Credit card,No internet service,No,Yes,0,No,No,6,0
CUST03460,53,82.2,4328.16,Month-to-month,Fiber optic,Electronic check,No,No internet service,No,0,Yes,Yes,4,1
CUST03461,59,59.54,3548.98,Two year,DSL,Electronic check,No internet service,No internet service,No,0,No,Yes,7,0
CUST03462,22,96.82,2097.82,Two year,DSL,Electronic check,Yes,No,Yes,1,No,Yes,2,0
CUST03463,51,62.52,3147.67,One year,Fiber optic,Electronic check,No,No,Yes,0,No,No,1,0
CUST03464,48,65.75,3165.81,Month-to-month,No,Mailed check,No,No,No,1,No,Yes,4,0
CUST03465,21,71.77,1511.53,Two year,Fiber optic,Bank transfer,No internet service,Yes,No,0,No,No,4,0
CUST03466,22,103.18,2246.76,Two year,DSL,Credit card,Yes,No,Yes,0,No,Yes,4,1
CUST03467,30,85.94,2666.57,One year,Fiber optic,Mailed check,No,Yes,Yes,0,No,No,5,1
CUST03468,25,54.92,1365.55,Month-to-month,DSL,Bank transfer,No internet service,Yes,Yes,0,No,Yes,7,0
CUST03469,28,87.03,2373.59,Two year,DSL,Bank transfer,No,No internet service,No,0,No,Yes,1,0
CUST03470,65,84.24,5394.65,Month-to-month,Fiber optic,Mailed check,No,No,Yes,1,Yes,No,5,0
CUST03471,45,113.1,5140.62,Month-to-month,Fiber optic,Bank transfer,No internet service,No,No,0,No,No,2,0
CUST03472,68,104.14,7026.65,Two year,Fiber optic,Bank transfer,Yes,No,No,0,No,Yes,6,0
CUST03473,7,84.74,594.7,Two year,No,Bank transfer,Yes,No,Yes,0,Yes,Yes,2,0
CUST03474,49,54.15,2609.65,Two year,Fiber optic,Electronic check,Yes,No,Yes,0,No,No,2,0
CUST03475,9,97.96,876.53,One year,No,Mailed check,No,No internet service,No,0,Yes,Yes,2,0
CUST03476,36,77.52,2808.12,Month-to-month,No,Bank transfer,No internet service,No,Yes,1,No,Yes,5,1
CUST03477,1,118.53,50.25,Two year,Fiber optic,Electronic check,No,No,No,0,No,Yes,4,1
CUST03478,10,44.75,424.71,Month-to-month,DSL,Bank transfer,No,No,Yes,1,No,No,1,1
CUST03479,36,27.97,973.24,One year,No,Electronic check,No internet service,No internet service,No,0,Yes,Yes,3,0
CUST03480,46,26.99,1193.27,One year,No,Electronic check,No,Yes,Yes,0,No,No,6,0
CUST03481,32,84.0,2669.22,Month-to-month,Fiber optic,Electronic check,No internet service,No internet service,Yes,0,No,No,3,1
CUST03482,32,113.93,3614.57,Month-to-month,Fiber optic,Electronic check,No internet service,No,No,0,No,No,2,0
CUST03483,6,20.19,164.79,Month-to-month,DSL,Electronic check,No,No internet service,No,0,Yes,No,6,1
CUST03484,48,92.58,4408.05,Month-to-month,DSL,Credit card,Yes,No,Yes,0,No,No,5,0
CUST03485,38,85.71,3279.52,Month-to-month,Fiber optic,Electronic check,Yes,No internet service,No,0,No,Yes,2,0
CUST03486,17,93.23,1605.7,Month-to-month,DSL,Electronic check,No,No,Yes,0,Yes,Yes,6,0
CUST03487,27,55.54,1424.52,One year,DSL,Bank transfer,No,Yes,Yes,0,Yes,No,5,0
CUST03488,54,102.05,5485.42,One year,Fiber optic,Mailed check,Yes,Yes,No,0,Yes,Yes,6,0
CUST03489,50,24.47,1218.0,Month-to-month,No,Electronic check,No,No,Yes,1,No,Yes,4,0
CUST03490,35,95.54,3357.17,One year,No,Mailed check,No,No,No,0,No,No,1,0
CUST03491,25,46.71,1155.93,Month-to-month,No,Electronic check,No,Yes,No,0,Yes,Yes,2,1
CUST03492,28,67.68,1947.14,Month-to-month,Fiber optic,Mailed check,No,No internet service,Yes,0,No,Yes,1,0
CUST03493,15,102.26,1539.14,Month-to-month,Fiber optic,Bank transfer,No,No internet service,No,1,No,Yes,4,1
